survived,pclass,sex,age,sibsp,parch,fare,embarked,class,who,adult_male,embark_town,alive,alone,family_size,age_std,fare_std
1,2,female,24.0,0,2,14.5,S,Second,woman,False,Southampton,yes,False,2,-0.3895732532335214,-0.35427505611482435
1,1,male,37.0,1,1,52.5542,S,First,man,True,Southampton,yes,False,2,0.5080462231464865,0.41187248809205507
0,2,male,54.0,1,0,26.0,S,Second,man,True,Southampton,no,False,1,1.68185630764342,-0.12274485029315124
0,3,male,,0,0,7.25,S,Third,man,True,Southampton,no,True,0,,-0.5002397510893574
0,3,female,29.0,1,1,10.4625,S,Third,woman,False,Southampton,no,False,2,-0.04433499308736447,-0.43556229141960745
0,1,male,62.0,0,0,26.55,S,First,man,True,Southampton,no,True,0,2.234237523877271,-0.11167166653646252
0,3,male,30.0,1,0,16.1,S,Third,man,True,Southampton,no,False,1,0.024712658941866906,-0.3220621579135481
0,3,female,41.0,0,2,20.2125,S,Third,woman,False,Southampton,no,False,2,0.784236831263412,-0.23926494300558024
1,3,female,29.0,0,2,15.2458,C,Third,woman,False,Cherbourg,yes,False,2,-0.04433499308736447,-0.33925981894075447
1,1,female,,0,0,79.2,C,First,woman,False,Cherbourg,yes,True,0,,0.9483340148992845
1,1,female,30.0,0,0,86.5,S,First,woman,False,Southampton,yes,True,0,0.024712658941866906,1.0953053629426073
1,1,female,35.0,0,0,512.3292,C,First,woman,False,Cherbourg,yes,True,0,0.3699509190880238,9.668550782149426
1,2,female,50.0,0,1,26.0,S,Second,woman,False,Southampton,yes,False,1,1.4056656995264944,-0.12274485029315124
0,3,male,,0,0,7.75,Q,Third,man,True,Queenstown,no,True,0,,-0.49017322040145855
1,3,male,3.0,4,2,31.3875,S,Third,child,False,Southampton,yes,False,6,-1.8395739458473803,-0.014277982131041355
0,1,male,52.0,1,1,79.65,S,First,man,True,Southampton,no,False,2,1.5437610035849572,0.9573938925183935
0,1,male,40.0,0,0,0.0,S,First,man,True,Southampton,no,True,0,0.7151891792341807,-0.6462044460638905
0,3,female,,0,0,7.75,Q,Third,woman,False,Queenstown,no,True,0,,-0.49017322040145855
0,2,male,36.0,0,0,10.5,S,Second,man,True,Southampton,no,True,0,0.43899857111725515,-0.434807301618015
0,3,male,16.0,4,1,39.6875,S,Third,man,True,Southampton,no,False,5,-0.9419544694673724,0.15282642728807924
1,3,male,25.0,1,0,7.775,S,Third,man,True,Southampton,yes,False,1,-0.32052560120428997,-0.48966989386706367
1,1,female,58.0,0,1,153.4625,S,First,woman,False,Southampton,yes,False,1,1.9580469157603455,2.443465485319458
1,1,female,35.0,0,0,135.6333,S,First,woman,False,Southampton,yes,True,0,0.3699509190880238,2.084509107438086
0,1,male,,0,0,31.0,S,First,man,True,Southampton,no,True,0,,-0.022079543414162937
1,3,male,25.0,0,0,0.0,S,Third,man,True,Southampton,yes,True,0,-0.32052560120428997,-0.6462044460638905
1,2,female,41.0,0,1,19.5,S,Second,woman,False,Southampton,yes,False,1,0.784236831263412,-0.25360974923583607
0,1,male,37.0,0,1,29.7,C,First,man,True,Cherbourg,no,False,1,0.5080462231464865,-0.04825252320269991
1,3,female,,0,0,7.75,Q,Third,woman,False,Queenstown,yes,True,0,,-0.49017322040145855
1,1,female,63.0,1,0,77.9583,S,First,woman,False,Southampton,yes,False,1,2.3032851759065025,0.9233347925889563
0,3,female,45.0,0,0,7.75,S,Third,woman,False,Southampton,no,True,0,1.0604274393803377,-0.49017322040145855
0,2,male,,0,0,0.0,S,Second,man,True,Southampton,no,True,0,,-0.6462044460638905
0,3,male,7.0,4,1,29.125,Q,Third,child,False,Queenstown,no,False,5,-1.563383337730455,-0.05982903349378355
1,3,female,35.0,1,1,20.25,S,Third,woman,False,Southampton,yes,False,2,0.3699509190880238,-0.2385099532039878
0,3,male,65.0,0,0,7.75,Q,Third,man,True,Queenstown,no,True,0,2.441380479964965,-0.49017322040145855
0,3,male,28.0,0,0,7.8542,S,Third,man,True,Southampton,no,True,0,-0.11338264511659585,-0.4880753554061005
0,3,male,16.0,0,0,9.5,S,Third,man,True,Southampton,no,True,0,-0.9419544694673724,-0.4549403629938127
1,3,male,19.0,0,0,8.05,S,Third,man,True,Southampton,yes,True,0,-0.7348115133796783,-0.4841333019887193
0,1,male,,0,0,26.0,S,First,man,True,Southampton,no,True,0,,-0.12274485029315124
0,3,male,33.0,0,0,8.6625,C,Third,man,True,Cherbourg,no,True,0,0.23185561502956104,-0.4718018018960432
1,3,male,30.0,0,0,9.5,S,Third,man,True,Southampton,yes,True,0,0.024712658941866906,-0.4549403629938127
0,3,male,22.0,0,0,7.8958,S,Third,man,True,Southampton,no,True,0,-0.5276685572919841,-0.48723782005286725
1,2,male,42.0,0,0,13.0,S,Second,man,True,Southampton,yes,True,0,0.8532844832926435,-0.38447464817852084
1,3,female,22.0,0,0,7.75,Q,Third,woman,False,Queenstown,yes,True,0,-0.5276685572919841,-0.49017322040145855
1,1,female,26.0,0,0,78.85,S,First,woman,False,Southampton,yes,True,0,-0.2514779491750586,0.941287443417755
1,1,female,19.0,1,0,91.0792,C,First,woman,False,Cherbourg,yes,False,1,-0.7348115133796783,1.1874986775946599
0,2,male,36.0,0,0,12.875,C,Second,man,True,Cherbourg,no,True,0,0.43899857111725515,-0.38699128085049556
0,3,female,24.0,0,0,8.85,S,Third,woman,False,Southampton,no,True,0,-0.3895732532335214,-0.4680268528880811
0,3,male,24.0,0,0,7.8958,S,Third,man,True,Southampton,no,True,0,-0.3895732532335214,-0.48723782005286725
0,1,male,,0,0,27.7208,C,First,man,True,Cherbourg,no,True,0,,-0.08809987827767862
0,3,male,23.5,0,0,7.2292,C,Third,man,True,Cherbourg,no,True,0,-0.42409707924813705,-0.500658518765974
0,1,female,2.0,1,2,151.55,S,First,child,False,Southampton,no,False,3,-1.9086215978766117,2.404961005438245
1,1,male,,0,0,30.5,S,First,man,True,Southampton,yes,True,0,,-0.032146074102061765
1,1,female,50.0,0,1,247.5208,C,First,woman,False,Cherbourg,yes,False,1,1.4056656995264944,4.337147012122648
1,3,female,,0,0,7.75,Q,Third,woman,False,Queenstown,yes,True,0,,-0.49017322040145855
1,3,male,,2,0,23.25,Q,Third,man,True,Queenstown,yes,False,2,,-0.17811076907659482
0,3,male,19.0,0,0,0.0,S,Third,man,True,Southampton,no,True,0,-0.7348115133796783,-0.6462044460638905
1,2,female,,0,0,12.35,Q,Second,woman,False,Queenstown,yes,True,0,,-0.3975611380727893
0,3,male,,0,0,8.05,S,Third,man,True,Southampton,no,True,0,,-0.4841333019887193
1,1,male,0.92,1,2,151.55,S,First,child,False,Southampton,yes,False,3,-1.9831930620681815,2.404961005438245
1,1,female,,0,0,110.8833,C,First,woman,False,Cherbourg,yes,True,0,,1.5862158383870948
1,1,female,17.0,1,0,108.9,C,First,woman,False,Cherbourg,yes,False,1,-0.872906817438141,1.546285937760475
0,2,male,30.0,1,0,24.0,C,Second,man,True,Cherbourg,no,False,1,0.024712658941866906,-0.16301097304474657
1,1,female,30.0,0,0,56.9292,C,First,woman,False,Cherbourg,yes,True,0,0.024712658941866906,0.4999546316111698
1,1,female,24.0,0,0,83.1583,C,First,woman,False,Cherbourg,yes,True,0,-0.3895732532335214,1.0280267117431041
1,1,female,18.0,2,2,262.375,C,First,woman,False,Cherbourg,yes,False,4,-0.8038591654089097,4.636207532411021
0,2,female,26.0,1,1,26.0,S,Second,woman,False,Southampton,no,False,2,-0.2514779491750586,-0.12274485029315124
0,3,male,28.0,0,0,7.8958,S,Third,man,True,Southampton,no,True,0,-0.11338264511659585,-0.48723782005286725
0,2,male,43.0,1,1,26.25,S,Second,man,True,Southampton,no,False,2,0.9223321353218749,-0.11771158494920184
1,3,female,26.0,0,0,7.8542,S,Third,woman,False,Southampton,yes,True,0,-0.2514779491750586,-0.4880753554061005
1,2,female,24.0,1,0,26.0,S,Second,woman,False,Southampton,yes,False,1,-0.3895732532335214,-0.12274485029315124
0,2,male,54.0,0,0,14.0,S,Second,man,True,Southampton,no,True,0,1.68185630764342,-0.36434158680272316
1,1,female,31.0,0,2,164.8667,S,First,woman,False,Southampton,yes,False,2,0.09376031097109828,2.67306694386133
1,1,female,40.0,1,1,134.5,C,First,woman,False,Cherbourg,yes,False,2,0.7151891792341807,2.061692308980895
0,3,male,22.0,0,0,7.25,S,Third,man,True,Southampton,no,True,0,-0.5276685572919841,-0.5002397510893574
0,3,male,27.0,0,0,7.8958,S,Third,man,True,Southampton,no,True,0,-0.18243029714582723,-0.48723782005286725
1,2,female,30.0,0,0,12.35,Q,Second,woman,False,Queenstown,yes,True,0,0.024712658941866906,-0.3975611380727893
1,2,female,22.0,1,1,29.0,S,Second,woman,False,Southampton,yes,False,2,-0.5276685572919841,-0.06234566616575826
0,3,male,,8,2,69.55,S,Third,man,True,Southampton,no,False,10,,0.7540499726228369
1,1,female,36.0,0,0,135.6333,C,First,woman,False,Cherbourg,yes,True,0,0.43899857111725515,2.084509107438086
0,3,male,61.0,0,0,6.2375,S,Third,man,True,Southampton,no,True,0,2.16518987184804,-0.5206244757323525
1,2,female,36.0,0,0,13.0,S,Second,woman,False,Southampton,yes,True,0,0.43899857111725515,-0.38447464817852084
1,3,female,31.0,1,1,20.525,S,Third,woman,False,Southampton,yes,False,2,0.09376031097109828,-0.23297336132564347
1,1,female,16.0,0,1,57.9792,C,First,woman,False,Cherbourg,yes,False,1,-0.9419544694673724,0.5210943460557573
1,3,female,,2,0,23.25,Q,Third,woman,False,Queenstown,yes,False,2,,-0.17811076907659482
0,1,male,45.5,0,0,28.5,S,First,man,True,Southampton,no,True,0,1.0949512653949534,-0.07241219685365709
0,1,male,38.0,0,1,153.4625,S,First,man,True,Southampton,no,False,1,0.577093875175718,2.443465485319458
0,3,male,16.0,2,0,18.0,S,Third,man,True,Southampton,no,False,2,-0.9419544694673724,-0.28380934129953256
1,1,female,,1,0,133.65,S,First,woman,False,Southampton,yes,False,1,,2.044579206811467
0,3,male,,0,0,7.8958,S,Third,man,True,Southampton,no,True,0,,-0.48723782005286725
0,1,male,29.0,1,0,66.6,S,First,man,True,Southampton,no,False,1,-0.04433499308736447,0.6946574415642337
1,1,female,41.0,0,0,134.5,C,First,woman,False,Cherbourg,yes,True,0,0.784236831263412,2.061692308980895
1,3,male,45.0,0,0,8.05,S,Third,man,True,Southampton,yes,True,0,1.0604274393803377,-0.4841333019887193
0,1,male,45.0,0,0,35.5,S,First,man,True,Southampton,no,True,0,1.0604274393803377,0.06851923277692655
1,2,male,2.0,1,1,26.0,S,Second,child,False,Southampton,yes,False,2,-1.9086215978766117,-0.12274485029315124
1,1,female,24.0,3,2,263.0,S,First,woman,False,Southampton,yes,False,5,-0.3895732532335214,4.648790695770894
0,2,male,28.0,0,0,13.0,S,Second,man,True,Southampton,no,True,0,-0.11338264511659585,-0.38447464817852084
0,2,male,25.0,0,0,13.0,S,Second,man,True,Southampton,no,True,0,-0.32052560120428997,-0.38447464817852084
0,2,male,36.0,0,0,13.0,S,Second,man,True,Southampton,no,True,0,0.43899857111725515,-0.38447464817852084
1,2,female,24.0,0,0,13.0,S,Second,woman,False,Southampton,yes,True,0,-0.3895732532335214,-0.38447464817852084
1,2,female,40.0,0,0,13.0,S,Second,woman,False,Southampton,yes,True,0,0.7151891792341807,-0.38447464817852084
1,3,female,,1,0,16.1,S,Third,woman,False,Southampton,yes,False,1,,-0.3220621579135481
1,3,male,3.0,1,1,15.9,S,Third,child,False,Southampton,yes,False,2,-1.8395739458473803,-0.32608877018870763
0,3,male,42.0,0,0,8.6625,S,Third,man,True,Southampton,no,True,0,0.8532844832926435,-0.4718018018960432
0,3,male,23.0,0,0,9.225,S,Third,man,True,Southampton,no,True,0,-0.45862090526275273,-0.460476954872157
0,1,male,,0,0,35.0,S,First,man,True,Southampton,no,True,0,,0.05845270208902771
0,3,male,15.0,1,1,7.2292,C,Third,child,False,Cherbourg,no,False,2,-1.0110021214966038,-0.500658518765974
0,3,male,25.0,1,0,17.8,S,Third,man,True,Southampton,no,False,1,-0.32052560120428997,-0.28783595357469205
0,3,male,,0,0,7.225,C,Third,man,True,Cherbourg,no,True,0,,-0.5007430776237524
0,3,male,28.0,0,0,9.5,S,Third,man,True,Southampton,no,True,0,-0.11338264511659585,-0.4549403629938127
1,1,female,22.0,0,1,55.0,S,First,woman,False,Southampton,yes,False,1,-0.5276685572919841,0.46111392960498093
0,2,female,38.0,0,0,13.0,S,Second,woman,False,Southampton,no,True,0,0.577093875175718,-0.38447464817852084
1,3,female,,0,0,7.8792,Q,Third,woman,False,Queenstown,yes,True,0,,-0.4875720288717055
1,3,female,,0,0,7.8792,Q,Third,woman,False,Queenstown,yes,True,0,,-0.4875720288717055
0,3,male,40.0,1,4,27.9,S,Third,man,True,Southampton,no,False,5,0.7151891792341807,-0.08449203367913571
0,2,male,29.0,1,0,27.7208,C,Second,man,True,Cherbourg,no,False,1,-0.04433499308736447,-0.08809987827767862
0,3,female,45.0,0,1,14.4542,C,Third,woman,False,Cherbourg,no,False,1,1.0604274393803377,-0.3551971503258359
0,3,male,35.0,0,0,7.05,S,Third,man,True,Southampton,no,True,0,0.3699509190880238,-0.5042663633645169
0,3,male,,1,0,15.5,Q,Third,man,True,Queenstown,no,False,1,,-0.33414199473902667
0,3,male,30.0,0,0,7.25,S,Third,man,True,Southampton,no,True,0,0.024712658941866906,-0.5002397510893574
1,1,female,60.0,1,0,75.25,C,First,woman,False,Cherbourg,yes,False,1,2.0961422198188084,0.8688084224648837
1,3,female,,0,0,7.2292,C,Third,woman,False,Cherbourg,yes,True,0,,-0.500658518765974
1,3,female,,0,0,7.75,Q,Third,woman,False,Queenstown,yes,True,0,,-0.49017322040145855
1,1,female,24.0,0,0,69.3,C,First,woman,False,Cherbourg,yes,True,0,-0.3895732532335214,0.7490167072788875
1,1,male,25.0,1,0,55.4417,C,First,man,True,Cherbourg,yes,False,1,-0.32052560120428997,0.4700067028146707
0,3,male,18.0,1,0,6.4958,S,Third,man,True,Southampton,no,False,1,-0.8038591654089097,-0.515424105978984
0,3,male,19.0,0,0,8.05,S,Third,man,True,Southampton,no,True,0,-0.7348115133796783,-0.4841333019887193
0,1,male,22.0,0,0,135.6333,C,First,man,True,Cherbourg,no,True,0,-0.5276685572919841,2.084509107438086
0,3,female,3.0,3,1,21.075,S,Third,child,False,Southampton,no,False,4,-1.8395739458473803,-0.22190017756895475
1,1,female,,1,0,82.1708,C,First,woman,False,Cherbourg,yes,False,1,,1.008145313634504
1,3,female,22.0,0,0,7.25,S,Third,woman,False,Southampton,yes,True,0,-0.5276685572919841,-0.5002397510893574
0,1,male,27.0,0,2,211.5,C,First,man,True,Cherbourg,no,False,2,-0.18243029714582723,3.6119380349173147
0,3,male,20.0,0,0,4.0125,C,Third,man,True,Cherbourg,no,True,0,-0.6657638613504469,-0.5654205372935024
0,3,male,19.0,0,0,7.775,S,Third,man,True,Southampton,no,True,0,-0.7348115133796783,-0.48966989386706367
1,1,female,42.0,0,0,227.525,C,First,woman,False,Cherbourg,yes,True,0,0.8532844832926435,3.9345703434644728
1,3,female,1.0,0,2,15.7417,C,Third,child,False,Cherbourg,yes,False,2,-1.977669249905843,-0.3292758338044964
0,3,male,32.0,0,0,7.925,S,Third,man,True,Southampton,no,True,0,0.16280796300032965,-0.48664993466069395
1,1,female,35.0,1,0,52.0,S,First,woman,False,Southampton,yes,False,1,0.3699509190880238,0.40071474547758795
0,3,male,,0,0,7.8958,S,Third,man,True,Southampton,no,True,0,,-0.48723782005286725
0,2,male,18.0,0,0,73.5,S,Second,man,True,Southampton,no,True,0,-0.8038591654089097,0.8335755650572377
0,3,male,1.0,5,2,46.9,S,Third,child,False,Southampton,no,False,7,-1.977669249905843,0.29803613246101984
1,2,female,36.0,0,0,13.0,S,Second,woman,False,Southampton,yes,True,0,0.43899857111725515,-0.38447464817852084
0,3,male,,0,0,7.7292,Q,Third,man,True,Queenstown,no,True,0,,-0.4905919880780752
1,2,female,17.0,0,0,12.0,C,Second,woman,False,Cherbourg,yes,True,0,-0.872906817438141,-0.4046077095543185
1,1,male,36.0,1,2,120.0,S,First,man,True,Southampton,yes,False,3,0.43899857111725515,1.769762919031829
1,3,male,21.0,0,0,7.7958,S,Third,man,True,Southampton,yes,True,0,-0.5967162093212155,-0.489251126190447
0,3,male,28.0,2,0,7.925,S,Third,man,True,Southampton,no,False,2,-0.11338264511659585,-0.48664993466069395
1,1,female,23.0,1,0,113.275,C,First,woman,False,Cherbourg,yes,False,1,-0.45862090526275273,1.6343680812795898
1,3,female,24.0,0,2,16.7,S,Third,woman,False,Southampton,yes,False,2,-0.3895732532335214,-0.3099823210880695
0,3,male,22.0,0,0,7.7958,S,Third,man,True,Southampton,no,True,0,-0.5276685572919841,-0.489251126190447
0,3,female,31.0,0,0,7.8542,S,Third,woman,False,Southampton,no,True,0,0.09376031097109828,-0.4880753554061005
0,2,male,46.0,0,0,26.0,S,Second,man,True,Southampton,no,True,0,1.129475091409569,-0.12274485029315124
0,2,male,23.0,0,0,10.5,S,Second,man,True,Southampton,no,True,0,-0.45862090526275273,-0.434807301618015
1,2,female,28.0,0,0,12.65,S,Second,woman,False,Southampton,yes,True,0,-0.11338264511659585,-0.39152121966005005
1,3,male,39.0,0,0,7.925,S,Third,man,True,Southampton,yes,True,0,0.6461415272049493,-0.48664993466069395
0,3,male,26.0,0,0,8.05,S,Third,man,True,Southampton,no,True,0,-0.2514779491750586,-0.4841333019887193
0,3,female,21.0,1,0,9.825,S,Third,woman,False,Southampton,no,False,1,-0.5967162093212155,-0.4483971180466784
0,3,male,28.0,1,0,15.85,S,Third,man,True,Southampton,no,False,1,-0.11338264511659585,-0.32709542325749746
0,3,female,20.0,0,0,8.6625,S,Third,woman,False,Southampton,no,True,0,-0.6657638613504469,-0.4718018018960432
0,2,male,34.0,1,0,21.0,S,Second,man,True,Southampton,no,False,1,0.30090326705879245,-0.22341015717213955
0,3,male,51.0,0,0,7.75,S,Third,man,True,Southampton,no,True,0,1.4747133515557258,-0.49017322040145855
1,2,male,3.0,1,1,18.75,S,Second,child,False,Southampton,yes,False,2,-1.8395739458473803,-0.2687095452676843
0,3,male,21.0,0,0,7.775,S,Third,man,True,Southampton,no,True,0,-0.5967162093212155,-0.48966989386706367
0,3,female,,3,1,25.4667,S,Third,woman,False,Southampton,no,False,4,,-0.13348181192486414
0,3,male,,0,0,7.8958,S,Third,man,True,Southampton,no,True,0,,-0.48723782005286725
0,3,male,,0,0,6.8583,Q,Third,man,True,Queenstown,no,True,0,,-0.5081258712302573
1,1,female,33.0,1,0,90.0,Q,First,woman,False,Queenstown,yes,False,1,0.23185561502956104,1.1657710777578991
0,2,male,,0,0,0.0,S,Second,man,True,Southampton,no,True,0,,-0.6462044460638905
1,3,male,44.0,0,0,7.925,S,Third,man,True,Southampton,yes,True,0,0.9913797873511062,-0.48664993466069395
0,3,female,,0,0,8.05,S,Third,woman,False,Southampton,no,True,0,,-0.4841333019887193
1,2,female,34.0,1,1,32.5,S,Second,woman,False,Southampton,yes,False,2,0.30090326705879245,0.008120048649533558
1,2,female,18.0,0,2,13.0,S,Second,woman,False,Southampton,yes,False,2,-0.8038591654089097,-0.38447464817852084
0,2,male,30.0,0,0,13.0,S,Second,man,True,Southampton,no,True,0,0.024712658941866906,-0.38447464817852084
0,3,female,10.0,0,2,24.15,S,Third,child,False,Southampton,no,False,2,-1.3562403816427606,-0.15999101383837694
0,3,male,,0,0,7.8958,C,Third,man,True,Cherbourg,no,True,0,,-0.48723782005286725
0,3,male,21.0,0,0,7.7333,Q,Third,man,True,Queenstown,no,True,0,-0.5967162093212155,-0.4905094425264344
0,3,male,29.0,0,0,7.875,S,Third,man,True,Southampton,no,True,0,-0.04433499308736447,-0.4876565877294839
0,3,female,28.0,1,1,14.4,S,Third,woman,False,Southampton,no,False,2,-0.11338264511659585,-0.3562883622524042
0,3,male,18.0,1,1,20.2125,S,Third,man,True,Southampton,no,False,2,-0.8038591654089097,-0.23926494300558024
0,3,male,,0,0,7.25,S,Third,man,True,Southampton,no,True,0,,-0.5002397510893574
1,2,female,28.0,1,0,26.0,S,Second,woman,False,Southampton,yes,False,1,-0.11338264511659585,-0.12274485029315124
1,2,female,19.0,0,0,26.0,S,Second,woman,False,Southampton,yes,True,0,-0.7348115133796783,-0.12274485029315124
0,3,male,,0,0,7.75,Q,Third,man,True,Queenstown,no,True,0,,-0.49017322040145855
1,3,male,32.0,0,0,8.05,S,Third,man,True,Southampton,yes,True,0,0.16280796300032965,-0.4841333019887193
1,1,male,28.0,0,0,26.55,S,First,man,True,Southampton,yes,True,0,-0.11338264511659585,-0.11167166653646252
1,3,female,,1,0,16.1,S,Third,woman,False,Southampton,yes,False,1,,-0.3220621579135481
1,2,female,42.0,1,0,26.0,S,Second,woman,False,Southampton,yes,False,1,0.8532844832926435,-0.12274485029315124
0,3,male,17.0,0,0,7.125,S,Third,man,True,Southampton,no,True,0,-0.872906817438141,-0.5027563837613321
0,1,male,50.0,1,0,55.9,S,First,man,True,Southampton,no,False,1,1.4056656995264944,0.47923368484319884
1,1,female,14.0,1,2,120.0,S,First,child,False,Southampton,yes,False,3,-1.0800497735258352,1.769762919031829
0,3,female,21.0,2,2,34.375,S,Third,woman,False,Southampton,no,False,4,-0.5967162093212155,0.045869538729154176
1,2,female,24.0,2,3,18.75,S,Second,woman,False,Southampton,yes,False,5,-0.3895732532335214,-0.2687095452676843
0,1,male,64.0,1,4,263.0,S,First,man,True,Southampton,no,False,5,2.372332827935734,4.648790695770894
0,2,male,31.0,0,0,10.5,S,Second,man,True,Southampton,no,True,0,0.09376031097109828,-0.434807301618015
1,2,female,45.0,1,1,26.25,S,Second,woman,False,Southampton,yes,False,2,1.0604274393803377,-0.11771158494920184
0,3,male,20.0,0,0,9.5,S,Third,man,True,Southampton,no,True,0,-0.6657638613504469,-0.4549403629938127
0,3,male,25.0,1,0,7.775,S,Third,man,True,Southampton,no,False,1,-0.32052560120428997,-0.48966989386706367
1,2,female,28.0,0,0,13.0,S,Second,woman,False,Southampton,yes,True,0,-0.11338264511659585,-0.38447464817852084
1,3,male,,0,0,8.1125,S,Third,man,True,Southampton,yes,True,0,,-0.4828749856527319
1,1,male,4.0,0,2,81.8583,S,First,child,False,Southampton,yes,False,2,-1.770526293818149,1.0018537319545673
1,2,female,13.0,0,1,19.5,S,Second,child,False,Southampton,yes,False,1,-1.1490974255550666,-0.25360974923583607
1,1,male,34.0,0,0,26.55,S,First,man,True,Southampton,yes,True,0,0.30090326705879245,-0.11167166653646252
1,3,female,5.0,2,1,19.2583,C,Third,child,False,Cherbourg,yes,False,3,-1.7014786417889176,-0.25847591017036636
1,1,male,52.0,0,0,30.5,S,First,man,True,Southampton,yes,True,0,1.5437610035849572,-0.032146074102061765
0,2,male,36.0,1,2,27.75,S,Second,man,True,Southampton,no,False,3,0.43899857111725515,-0.08751199288550533
0,3,male,,1,0,19.9667,S,Third,man,True,Southampton,no,False,1,,-0.24421364949175128
0,1,male,30.0,0,0,27.75,C,First,man,True,Cherbourg,no,True,0,0.024712658941866906,-0.08751199288550533
1,1,male,49.0,1,0,89.1042,C,First,man,True,Cherbourg,yes,False,1,1.336618047497263,1.1477358813774596
0,3,male,,0,0,8.05,S,Third,man,True,Southampton,no,True,0,,-0.4841333019887193
1,3,male,29.0,0,0,7.8958,C,Third,man,True,Cherbourg,yes,True,0,-0.04433499308736447,-0.48723782005286725
0,1,male,65.0,0,0,26.55,S,First,man,True,Southampton,no,True,0,2.441380479964965,-0.11167166653646252
1,1,female,,1,0,51.8625,S,First,woman,False,Southampton,yes,False,1,,0.39794644953841574
1,2,female,50.0,0,0,10.5,S,Second,woman,False,Southampton,yes,True,0,1.4056656995264944,-0.434807301618015
0,3,male,,0,0,7.75,Q,Third,man,True,Queenstown,no,True,0,,-0.49017322040145855
1,1,male,48.0,0,0,26.55,S,First,man,True,Southampton,yes,True,0,1.2675703954680317,-0.11167166653646252
0,3,male,34.0,0,0,8.05,S,Third,man,True,Southampton,no,True,0,0.30090326705879245,-0.4841333019887193
0,1,male,47.0,0,0,38.5,S,First,man,True,Southampton,no,True,0,1.1985227434388004,0.12891841690431952
0,2,male,48.0,0,0,13.0,S,Second,man,True,Southampton,no,True,0,1.2675703954680317,-0.38447464817852084
0,3,male,,0,0,8.05,S,Third,man,True,Southampton,no,True,0,,-0.4841333019887193
0,3,male,38.0,0,0,7.05,S,Third,man,True,Southampton,no,True,0,0.577093875175718,-0.5042663633645169
0,2,male,,0,0,0.0,S,Second,man,True,Southampton,no,True,0,,-0.6462044460638905
0,1,male,56.0,0,0,26.55,S,First,man,True,Southampton,no,True,0,1.8199516117018828,-0.11167166653646252
0,3,male,,0,0,7.725,Q,Third,man,True,Queenstown,no,True,0,,-0.4906765469358535
1,3,female,0.75,2,1,19.2583,C,Third,child,False,Cherbourg,yes,False,3,-1.994931162913151,-0.25847591017036636
0,3,male,,0,0,7.25,S,Third,man,True,Southampton,no,True,0,,-0.5002397510893574
0,3,male,38.0,0,0,8.6625,S,Third,man,True,Southampton,no,True,0,0.577093875175718,-0.4718018018960432
1,2,female,33.0,1,2,27.75,S,Second,woman,False,Southampton,yes,False,3,0.23185561502956104,-0.08751199288550533
1,2,female,23.0,0,0,13.7917,C,Second,woman,False,Cherbourg,yes,True,0,-0.45862090526275273,-0.36853530348730185
0,3,female,22.0,0,0,9.8375,S,Third,woman,False,Southampton,no,True,0,-0.5276685572919841,-0.448145454779481
0,1,male,,0,0,52.0,S,First,man,True,Southampton,no,True,0,,0.40071474547758795
0,2,male,34.0,1,0,21.0,S,Second,man,True,Southampton,no,False,1,0.30090326705879245,-0.22341015717213955
0,3,male,29.0,1,0,7.0458,S,Third,man,True,Southampton,no,False,1,-0.04433499308736447,-0.5043509222222953
0,3,male,22.0,0,0,7.5208,S,Third,man,True,Southampton,no,True,0,-0.5276685572919841,-0.49478771806879135
1,3,female,2.0,0,1,12.2875,S,Third,child,False,Southampton,yes,False,1,-1.9086215978766117,-0.39881945440877664
0,3,male,9.0,5,2,46.9,S,Third,child,False,Southampton,no,False,7,-1.425288033671992,0.29803613246101984
0,2,male,,0,0,0.0,S,Second,man,True,Southampton,no,True,0,,-0.6462044460638905
0,3,male,50.0,0,0,8.05,S,Third,man,True,Southampton,no,True,0,1.4056656995264944,-0.4841333019887193
1,3,female,63.0,0,0,9.5875,S,Third,woman,False,Southampton,yes,True,0,2.3032851759065025,-0.4531787201234304
1,1,male,25.0,1,0,91.0792,C,First,man,True,Cherbourg,yes,False,1,-0.32052560120428997,1.1874986775946599
0,3,female,,3,1,25.4667,S,Third,woman,False,Southampton,no,False,4,,-0.13348181192486414
1,1,female,35.0,1,0,90.0,S,First,woman,False,Southampton,yes,False,1,0.3699509190880238,1.1657710777578991
0,1,male,58.0,0,0,29.7,C,First,man,True,Cherbourg,no,True,0,1.9580469157603455,-0.04825252320269991
0,3,male,30.0,0,0,8.05,S,Third,man,True,Southampton,no,True,0,0.024712658941866906,-0.4841333019887193
1,3,male,9.0,1,1,15.9,S,Third,child,False,Southampton,yes,False,2,-1.425288033671992,-0.32608877018870763
0,3,male,,1,0,19.9667,S,Third,man,True,Southampton,no,False,1,,-0.24421364949175128
0,3,male,21.0,0,0,7.25,S,Third,man,True,Southampton,no,True,0,-0.5967162093212155,-0.5002397510893574
0,1,male,55.0,0,0,30.5,S,First,man,True,Southampton,no,True,0,1.7509039596726514,-0.032146074102061765
0,1,male,71.0,0,0,49.5042,C,First,man,True,Cherbourg,no,True,0,2.855666392140354,0.3504666508958721
0,3,male,21.0,0,0,8.05,S,Third,man,True,Southampton,no,True,0,-0.5967162093212155,-0.4841333019887193
0,3,male,,0,0,14.4583,C,Third,man,True,Cherbourg,no,True,0,,-0.3551146047741951
